"","Name","Cluster","Percent_Change","Symbol","Industry"
"306","TSH CORPORATION LIMITED ",4,22.2222222222222,"574.SI","Consumer Discretionary"
"307","VALLIANZ HOLDINGS LIMITED ",4,13.0434782608696,"545.SI","Energy"
"308","VALUEMAX GROUP LIMITED ",4,12.5,"T6I.SI","Financials"
"309","YUUZOO CORPORATION LIMITED ",4,-5.40467382477668,"AFC.SI","Information Technology"
"310","800 SUPER HOLDINGS LIMITED ",5,37.5,"5TG.SI","Industrials"
"311","ACROMEC LIMITED",5,3.29670329670329,"43F.SI","Industrials"
"312","ADVANCED SYSTEMS AUTOMATION ",5,1.5748031496063,"5TY.SI","Information Technology"
"313","AGV GROUP LIMITED",5,15.9090909090909,"1A4.SI","Materials"
"314","AOXIN Q & M DENTAL GRP LIMITED ",5,17.0068027210884,"1D4.SI","Healthcare"
"315","ASIAPHOS LIMITED",5,16.9491525423729,"5WV.SI","Materials"
"316","AUSNET SERVICES LTD ",5,13.3444082693471,"AZI.SI","Utilities"
"317","AZEUS SYSTEMS HOLDINGS LTD.",5,10.5485232067511,"BBW.SI","Information Technology"
"318","BAN LEONG TECHNOLOGIES LIMITED ",5,12.8787878787879,"B26.SI","Information Technology"
"319","BH GLOBAL CORPORATION LIMITED ",5,12.8,"BQN.SI","Industrials"
"320","BRC ASIA LIMITED",5,163.157894736842,"BEC.SI","Industrials"
"321","BUND CENTER INVESTMENT LTD",5,22.0527045769764,"BTE.SI","Real Estate"
"322","CAPTII LIMITED",5,14.2857142857143,"AWV.SI","Information Technology"
"323","CEI LIMITED ",5,35.7142857142857,"AVV.SI","Information Technology"
"324","CITIC ENVIROTECH LTD. ",5,4.41988950276242,"CEE.SI","Industrials"
"325","DEBAO PROPERTY DEVELOPMENT LTD",5,4.47761194029849,"BTF.SI","Real Estate"
"326","DECLOUT LIMITED",5,137.5,"5UZ.SI","Information Technology"
"327","DELONG HOLDINGS LIMITED ",5,14.1176470588235,"BQO.SI","Materials"
"328","FIRST RESOURCES LIMITED ",5,12.8205128205128,"EB5.SI","Consumer Staples"
"329","FRAGRANCE GROUP LIMITED ",5,5,"F31.SI","Real Estate"
"330","FRASER AND NEAVE, LIMITED ",5,20.9169054441261,"F99.SI","Consumer Staples"
"331","FRASERS PROPERTY LIMITED ",5,6.1111111111111,"TQ5.SI","Real Estate"
"332","GL LIMITED ",5,27.2727272727273,"B16.SI","Consumer Discretionary"
"333","GLOBAL PALM RESOURCES HLGS LTD",5,15.3846153846154,"BLW.SI","Consumer Staples"
"334","GOLDEN AGRI-RESOURCES LTD",5,6.33802816901409,"E5H.SI","Consumer Staples"
"335","GS HOLDINGS LIMITED ",5,33.3333333333333,"43A.SI","Industrials"
"336","HANWELL HOLDINGS LIMITED ",5,27.2727272727273,"DM0.SI","Consumer Staples"
"337","HEALTH MANAGEMENT INTL LTD ",5,6.06060606060605,"588.SI","Healthcare"
"338","HUTCHISON PORT HLDGS TRUST S$",5,23.8095238095238,"P7VU.SI","Industrials"
"339","IFS CAPITAL LIMITED",5,28.5714285714286,"I49.SI","Financials"
"340","IPC CORPORATION LIMITED ",5,33.3333333333333,"AZA.SI","Real Estate"
"341","IPS SECUREX HOLDINGS LIMITED",5,-10.8695652173913,"42N.SI","Information Technology"
"342","JOYAS INTERNATIONAL HLDGS LTD ",5,2.1978021978022,"E9L.SI","Consumer Discretionary"
"343","LIONGOLD CORP LTD",5,2.94117647058824,"A78.SI","Materials"
"344","MANDARIN ORIENTAL INTL LTD ",5,8.45070422535212,"M04.SI","Consumer Discretionary"
"345","MATEX INTERNATIONAL LIMITED ",5,19.0839694656489,"M15.SI","Materials"
"346","MEGACHEM LIMITED",5,11.7021276595745,"5DS.SI","Industrials"
"347","NIPPECRAFT LIMITED",5,22.2222222222222,"N32.SI","Industrials"
"348","NORDIC GROUP LIMITED ",5,74.6666666666667,"MR7.SI","Industrials"
"349","PLATO CAPITAL LIMITED ",5,4.76190476190477,"5PI.SI","Information Technology"
"350","REX INTERNATIONAL HOLDING LTD",5,1.20481927710843,"5WH.SI","Energy"
"351","RH PETROGAS LIMITED ",5,87.0967741935484,"T13.SI","Energy"
"352","RHT HEALTH TRUST",5,63.265306122449,"RF1U.SI","Healthcare"
"353","SANLI ENVIRONMENTAL LIMITED ",5,-1.33333333333333,"1E3.SI","Industrials"
"354","SHANGHAI TURBO ENTERPRISES LTD",5,4.81335952848723,"AWM.SI","Industrials"
"355","SIA ENGINEERING CO LTD ",5,79.4871794871795,"S59.SI","Industrials"
"356","SINGAPORE PRESS HLDGS LTD ",5,25.615763546798,"T39.SI","Consumer Discretionary"
"357","SINGAPORE REINSURANCE COR LTD ",5,54.5454545454545,"S49.SI","Financials"
"358","SINGAPURA FINANCE LTD ",5,16.1616161616162,"S23.SI","Financials"
"359","SOO KEE GROUP LTD.",5,2.28310502283106,"42G.SI","Consumer Discretionary"
"360","SP CORPORATION LIMITED ",5,6.97674418604651,"AWE.SI","Industrials"
"361","TLV HOLDINGS LIMITED ",5,20,"42L.SI","Consumer Discretionary"
"362","TRANSCORP HOLDINGS LIMITED",5,32.3529411764706,"T19.SI","Consumer Discretionary"
"363","TUAN SING HOLDINGS LIMITED ",5,104.545454545455,"T24.SI","Real Estate"
"364","TYE SOON LTD",5,2.32558139534884,"BFU.SI","Consumer Discretionary"
"365","UNI-ASIA GROUP LIMITED ",5,7.07964601769911,"CHJ.SI","Financials"
"366","UNUSUAL LIMITED",5,29.5081967213115,"1D1.SI","Consumer Discretionary"
"367","WING TAI HLDGS LTD",5,4.41640378548896,"W05.SI","Real Estate"
"368","ZHONGMIN BAIHUI RETAIL GRP LTD",5,20,"5SR.SI","Consumer Discretionary"
"369","A-SONIC AEROSPACE LIMITED ",6,5.50458715596329,"BTJ.SI","Industrials"
"370","ALLIANCE MINERAL ASSETSLIMITED",6,24.1379310344828,"40F.SI","Materials"
"371","ARTIVISION TECHNOLOGIES LTD.",6,8.59497645211931,"5NK.SI","Information Technology"
"372","ASIA-PACIFIC STRATEGIC INV LTD",6,61.4906832298137,"5RA.SI","Consumer Discretionary"
"373","ASIA FASHION HOLDINGS LIMITED",6,5.64102564102565,"BQI.SI","Consumer Discretionary"
"374","ASIATRAVEL.COM HOLDINGS LTD",6,60,"5AM.SI","Consumer Discretionary"
"375","BOARDROOM LIMITED",6,3.44827586206897,"B10.SI","Industrials"
"376","BROADWAY INDUSTRIAL GROUP LTD ",6,6.00000000000001,"B69.SI","Information Technology"
"377","CHINA HAIDA LTD.",6,-21.0526315789474,"C92.SI","Industrials"
"378","CHOO CHIANG HOLDINGS LTD.",6,141.666666666667,"42E.SI","Consumer Discretionary"
"379","CORTINA HOLDINGS LIMITED ",6,7.89473684210525,"C41.SI","Consumer Discretionary"
"380","DARCO WATER TECHNOLOGIES LTD",6,4.99999999999999,"BLR.SI","Industrials"
"381","ELLIPSIZ LTD ",6,675,"BIX.SI","Information Technology"
"382","ENGRO CORPORATION LIMITED ",6,9.0909090909091,"S44.SI","Materials"
"383","FOOD EMPIRE HOLDINGS LIMITED",6,8.62619808306709,"F03.SI","Consumer Staples"
"384","FORISE INTERNATIONAL LIMITED ",6,37.3493975903614,"I5H.SI","Consumer Discretionary"
"385","GUOAN INTERNATIONAL LIMITED ",6,15.5038759689922,"G11.SI","Industrials"
"386","HAFARY HOLDINGS LIMITED ",6,2.49999999999999,"5VS.SI","Industrials"
"387","HIAP HOE LIMITED",6,11.587982832618,"5JK.SI","Real Estate"
"388","HOR KEW CORPORATION LIMITED ",6,89.0710382513661,"BBP.SI","Industrials"
"389","HUAN HSIN HOLDINGS LTD ",6,15.9090909090909,"H16.SI","Information Technology"
"390","HUATIONG GLOBAL LIMITED ",6,54.9319952462696,"41B.SI","Industrials"
"391","HUPSTEEL LTD",6,28.3783783783784,"BMH.SI","Industrials"
"392","ICP LTD ",6,8.69565217391305,"5I4.SI","Industrials"
"393","IFAST CORPORATION LTD. ",6,11.1111111111111,"AIY.SI","Information Technology"
"394","INTRACO LIMITED",6,35.1351351351351,"I06.SI","Industrials"
"395","JAPAN FOODS HOLDING LTD. ",6,10.236220472441,"5OI.SI","Consumer Discretionary"
"396","KINGBOARD COPPER FOIL HDGS LTD",6,95,"K14.SI","Materials"
"397","LHT HOLDINGS LIMITED ",6,10.0355239786856,"BEI.SI","Materials"
"398","LUM CHANG HOLDINGS LIMITED",6,17.0212765957447,"L19.SI","Industrials"
"399","MIRACH ENERGY LIMITED ",6,2.60869565217392,"AWO.SI","Energy"
"400","MMP RESOURCES LIMITED ",6,18.9873417721519,"F3V.SI","Industrials"
"401","NATURAL COOL HOLDINGS LIMITED",6,30.6122448979592,"5IF.SI","Industrials"
"402","NERATELECOMMUNICATIONS LTD ",6,5.72390572390572,"N01.SI","Information Technology"
"403","OLAM INTERNATIONAL LIMITED ",6,16.2162162162162,"O32.SI","Consumer Staples"
"404","PERENNIAL REAL ESTATE HLDGSLTD",6,12.9770992366412,"40S.SI","Real Estate"
"405","PHARMESIS INTERNATIONAL LTD.",6,16.5644171779141,"BFK.SI","Healthcare"
"406","POLLUX PROPERTIES LTD. ",6,37.2881355932204,"5AE.SI","Real Estate"
"407","POWERMATIC DATA SYSTEMS LTD ",6,4.66102118644067,"BCY.SI","Information Technology"
"408","PSL HOLDINGS LTD",6,50,"BLL.SI","Industrials"
"409","RAFFLES UNITED HOLDINGS LTD.",6,51.685393258427,"K22.SI","Industrials"
"410","SBI OFFSHORE LIMITED ",6,21.9512195121951,"5PL.SI","Industrials"
"411","SEMBCORP MARINE LTD ",6,2.40963855421687,"S51.SI","Industrials"
"412","SEN YUE HOLDINGS LIMITED ",6,4.41988950276243,"5BS.SI","Industrials"
"413","SHENG SIONG GROUP LTD ",6,29.6296296296296,"OV8.SI","Consumer Staples"
"414","SIN HENG HEAVY MACHINERY LTD",6,23.5955056179775,"BKA.SI","Industrials"
"415","SINCAP GROUP LIMITED ",6,8.77862595419847,"5UN.SI","Industrials"
"416","SINGHAIYI GROUP LTD. ",6,13.9240506329114,"5H0.SI","Real Estate"
"417","SINGTEL ",6,15,"Z74.SI","Telecommunications"
"418","SUNPOWER GROUP LTD. ",6,16.9962335216573,"5GD.SI","Industrials"
"419","SUNTAR ECO-CITY LIMITED ",6,200,"BKZ.SI","Healthcare"
"420","SUNVIC CHEMICAL HOLDINGS LTD",6,5.72207084468665,"A7S.SI","Materials"
"421","TOP GLOVE CORPORATION BHD",6,9.56521739130434,"BVA.SI","Healthcare"
"422","TUNG LOK RESTAURANTS 2000 LTD ",6,50.9090909090909,"540.SI","Consumer Discretionary"
"423","WORLD PRECISION MACHINERY LTD",6,107.894736842105,"B49.SI","Industrials"
"424","YING LI INTL REAL ESTATE LTD ",6,10.2083375,"5DM.SI","Real Estate"
"425","YOMA STRATEGIC HOLDINGS LTD",6,26.6086956521739,"Z59.SI","Real Estate"
"426","ZHONGXIN FRUIT AND JUICE LTD ",6,0,"5EG.SI","Consumer Staples"
"427","3CNERGY LIMITED",7,-5.26315789473685,"502.SI","Real Estate"
"428","ACCORDIA GOLF TRUST ",7,2.4390243902439,"ADQU.SI","Consumer Discretionary"
"429","ASCENDAS INDIA TRUST ",7,-1.1764705882353,"CY6U.SI","Real Estate"
"430","BUKIT SEMBAWANG ESTATES LTD ",7,-27.2727272727273,"B61.SI","Real Estate"
"431","C&G ENV PROTECT HLDGS LTD ",7,4.58715596330274,"D79.SI","Utilities"
"432","CDW HOLDING LIMITED ",7,0.309597523219821,"BXE.SI","Information Technology"
"433","CHEW'S GROUP LIMITED ",7,-5.88235294117648,"5SY.SI","Consumer Staples"
"434","CHINA EVERBRIGHT WATER LIMITED",7,-1.17647058823529,"U9E.SI","Utilities"
"435","CHINA INTERNATIONAL HLDGS LTD ",7,-10.5263157894737,"BEH.SI","Utilities"
"436","CHINA STAR FOOD GROUP LIMITED",7,-33.3333333333333,"42W.SI","Consumer Staples"
"437","CHINA SUNSINE CHEM HLDGS LTD. ",7,-0.714285714285715,"CH8.SI","Materials"
"438","CORDLIFE GROUP LIMITED ",7,-8.91089108910892,"P8A.SI","Healthcare"
"439","COURTS ASIA LIMITED",7,-2.35294117647059,"RE2.SI","Consumer Discretionary"
"440","DBS GROUP HOLDINGS LTD",7,-6.25000000000001,"D05.SI","Financials"
"441","ECOWISE HOLDINGS LIMITED ",7,-6.66666666666666,"5CT.SI","Industrials"
"442","FRENCKEN GROUP LIMITED ",7,-2.43902439024389,"E28.SI","Industrials"
"443","GENTING SINGAPORE PLC ",7,-6.38297872340425,"G13.SI","Consumer Discretionary"
"444","GOLDEN ENERGY AND RESOURCESLTD",7,-50,"AUE.SI","Energy"
"445","GREAT EASTERN HLDGS LTD ",7,0,"G07.SI","Financials"
"446","HAW PAR CORP LTD",7,-23.8461538461538,"H02.SI","Healthcare"
"447","HEALTHWAY MEDICAL CORP LTD ",7,-33.3333333333333,"5NG.SI","Healthcare"
"448","INDOFOOD AGRI RESOURCES LTD.",7,-5.26315789473685,"5JS.SI","Consumer Staples"
"449","JB FOODS LIMITED",7,-16.6666666666667,"BEW.SI","Consumer Staples"
"450","KOP LIMITED ",7,-8.47457627118643,"5I1.SI","Consumer Discretionary"
"451","LEADER ENVIRONMENTAL TECH LTD ",7,-4.83870967741936,"LS9.SI","Industrials"
"452","MENCAST HOLDINGS LTD. ",7,-1.91082802547771,"5NF.SI","Energy"
"453","MEWAH INTERNATIONAL INC.",7,-2,"MV4.SI","Consumer Staples"
"454","MOYA HOLDINGS ASIA LIMITED ",7,-2.15827338129495,"5WE.SI","Industrials"
"455","MS HOLDINGS LIMITED ",7,1.26582278481013,"40U.SI","Industrials"
"456","NET PACIFIC FIN HLDGS LTD ",7,-7.01754385964911,"5QY.SI","Financials"
"457","NETLINK NBN TRUST",7,-14.5299145299145,"CJLU.SI","Telecommunications"
"458","OUE LIMITED ",7,0,"LJ3.SI","Consumer Discretionary"
"459","OVERSEA-CHINESE BANKING CORP",7,-3.06122448979592,"O39.SI","Financials"
"460","PARKSON RETAIL ASIA LIMITED ",7,-1.21951219512194,"O9E.SI","Consumer Discretionary"
"461","PROGEN HOLDINGS LTD ",7,-6.66666666666665,"583.SI","Industrials"
"462","RAFFLES EDUCATION CORP LTD ",7,4.28571428571429,"NR7.SI","Consumer Discretionary"
"463","RAFFLES MEDICAL GROUP LTD ",7,-7.01754385964913,"BSL.SI","Healthcare"
"464","SINGAPORE KITCHEN EQUIPMENTLTD",7,-0.37735849056603,"5WG.SI","Industrials"
"465","SINJIA LAND LIMITED",7,-7.6923076923077,"5HH.SI","Materials"
"466","SPACKMAN ENTERTAINMENT GRP LTD ",7,1.21951219512195,"40E.SI","Consumer Discretionary"
"467","SUNMOON FOOD COMPANY LIMITED",7,-27.2727272727273,"AAJ.SI","Consumer Staples"
"468","TEHO INTERNATIONAL INC LTD. ",7,6.39730639730639,"5OQ.SI","Industrials"
"469","THE HOUR GLASS LIMITED ",7,-7.86516853932583,"AGS.SI","Consumer Discretionary"
"470","THE PLACE HOLDINGS LIMITED ",7,-9.375,"E27.SI","Information Technology"
"471","UNITED INDUSTRIAL CORP LTD ",7,0,"U06.SI","Real Estate"
"472","VIKING OFFSHORE AND MARINE LTD",7,3.00751879699248,"557.SI","Energy"
"473","WORLD CLASS GLOBAL LIMITED",7,1.92307692307692,"1E6.SI","Real Estate"
"474","ANCHOR RESOURCES LIMITED ",8,4.16666666666667,"43E.SI","Materials"
"475","BENG KUANG MARINE LIMITED ",8,11.4942528735632,"BEZ.SI","Industrials"
"476","BLACKGOLD NATURAL RESOURCESLTD",8,-0.854700854700855,"41H.SI","Energy"
"477","BLUMONT GROUP LTD. ",8,0,"A33.SI","Industrials"
"478","BREADTALK GROUP LIMITED ",8,-7.14285714285715,"5DA.SI","Consumer Staples"
"479","CAPITALAND LIMITED",8,-1.19521912350597,"C31.SI","Real Estate"
"480","CH OFFSHORE LTD",8,-11.1111111111111,"C13.SI","Energy"
"481","CHASWOOD RESOURCES HLDGS LTD. ",8,-6.00000000000001,"5TW.SI","Consumer Discretionary"
"482","CHINA ENVIRONMENTAL RES GP LTD ",8,3.38983050847458,"RS1.SI","Materials"
"483","CHINA KANGDA FOOD COMPANY LTD",8,-5.55555555555556,"P74.SI","Consumer Staples"
"484","CHINA MINING INTERNATIONAL LTD",8,-3.94736842105263,"BHD.SI","Materials"
"485","CIVMEC LIMITED",8,-28.9347174806661,"P9D.SI","Industrials"
"486","CNMC GOLDMINE HOLDINGS LIMITED",8,-1.92307692307692,"5TP.SI","Materials"
"487","COLEX HOLDINGS LIMITED ",8,-9.09090909090908,"567.SI","Industrials"
"488","CSC HOLDINGS LTD",8,-3.44827586206897,"C06.SI","Industrials"
"489","DASIN RETAIL TRUST",8,-0.952380952380953,"CEDU.SI","Real Estate"
"490","DRAGON GROUP INTL LIMITED ",8,6.71641791044775,"MT1.SI","Information Technology"
"491","DUKANG DISTILLERS HLDGS LTD ",8,2.12765957446809,"BKV.SI","Consumer Staples"
"492","DUTECH HOLDINGS LIMITED ",8,0,"CZ4.SI","Industrials"
"493","ENVICTUS INTERNATIONAL HLDGLTD ",8,18.1818181818182,"BQD.SI","Consumer Staples"
"494","FAR EAST ORCHARD LIMITED ",8,0.323624595469263,"O10.SI","Real Estate"
"495","FIGTREE HOLDINGS LIMITED ",8,0,"5F4.SI","Industrials"
"496","FIRST SHIP LEASE TRUST ",8,-2.4390243902439,"D8DU.SI","Financials"
"497","FUXING CHINA GROUP LIMITED ",8,-6.34920634920635,"AWK.SI","Consumer Discretionary"
"498","GLOBAL INVESTMENTS LIMITED ",8,-9.01639344262295,"B73.SI","Financials"
"499","GLOBAL YELLOW PAGES LIMITED",8,0.621118012422361,"AWS.SI","Consumer Discretionary"
"500","GRAND BANKS YACHTS LIMITED",8,7.69230769230768,"G50.SI","Industrials"
"501","GREEN BUILD TECHNOLOGY LIMITED ",8,6.43274853801168,"Y06.SI","Industrials"
"502","GSH CORPORATION LIMITED ",8,-4.34782608695653,"BDX.SI","Information Technology"
"503","HC SURGICAL SPECIALISTSLIMITED",8,0,"1B1.SI","Healthcare"
"504","HONG LEONG FINANCE LIMITED",8,-2.17391304347826,"S41.SI","Financials"
"505","IMPERIUM CROWN LIMITED ",8,-2.95857988165681,"5HT.SI","Real Estate"
"506","INNOPAC HOLDINGS LIMITED ",8,8.69565217391304,"I26.SI","Financials"
"507","INNOTEK LIMITED",8,1.92307692307692,"M14.SI","Industrials"
"508","ISR CAPITAL LIMITED",8,-20.5882352941177,"5EC.SI","Financials"
"509","JAPFA LTD. ",8,-30.4831421619743,"UD2.SI","Consumer Staples"
"510","JUBILEE INDUSTRIES HLDGS LTD. ",8,-20,"5OS.SI","Industrials"
"511","KATRINA GROUP LTD.",8,-0.869565217391305,"1A0.SI","Consumer Discretionary"
"512","KEPPEL CORPORATION LIMITED ",8,-4,"BN4.SI","Industrials"
"513","KIMHENG OFFSHORE&MARINE HLDLTD ",8,3.33333333333334,"5G2.SI","Energy"
"514","LEE METAL GROUP LTD ",8,-1.45631067961166,"593.SI","Materials"
"515","LUNG KEE BERMUDA",8,7.86516853932584,"L09.SI","Industrials"
"516","LUZHOU BIO-CHEM TECHNOLOGY LTD",8,0,"L46.SI","Consumer Staples"
"517","MARCO POLO MARINE LTD. ",8,-7.14285714285714,"5LY.SI","Industrials"
"518","MEMTECH INTERNATIONAL LTD",8,-1.0752688172043,"BOL.SI","Information Technology"
"519","METAL COMPONENT ENGG LTD ",8,-9.33333333333333,"5DX.SI","Industrials"
"520","MIYOSHI LIMITED",8,-17.8082191780822,"M03.SI","Industrials"
"521","MONEYMAX FINANCIAL SERVICESLTD ",8,-13.8888888888889,"5WJ.SI","Consumer Discretionary"
"522","NGSC LIMITED ",8,1.33779264214045,"B07.SI","Telecommunications"
"523","NTEGRATOR INTERNATIONAL LTD",8,-4.10958904109589,"5HC.SI","Information Technology"
"524","OXLEY HOLDINGS LIMITED ",8,-6.18556701030928,"5UX.SI","Real Estate"
"525","P5 CAPITAL HOLDINGS LTD.",8,-4.51612903225807,"5AI.SI","Industrials"
"526","PAVILLON HOLDINGS LTD. ",8,-11.1111111111111,"596.SI","Consumer Discretionary"
"527","PINE CAPITAL GROUP LIMITED ",8,7.31707317073171,"ADJ.SI","Consumer Discretionary"
"528","ROWSLEY LTD.",8,-6.25000000000001,"A50.SI","Financials"
"529","RYOBI KISO HOLDINGS LTD.",8,-9.80392156862746,"BDN.SI","Industrials"
"530","SAKAE HOLDINGS LTD. ",8,7.14285714285714,"5DO.SI","Consumer Discretionary"
"531","SERIAL SYSTEM LTD",8,6.25000000000001,"S69.SI","Information Technology"
"532","SEROJA INVESTMENTS LIMITED ",8,-4.80769230769231,"IW5.SI","Industrials"
"533","SHANGRI-LA ASIA LIMITED ",8,0,"S07.SI","Consumer Discretionary"
"534","SINGAPORE EDEVELOPMENT LTD",8,-1.32450331125828,"40V.SI","Industrials"
"535","SINGAPORE O&G LTD.",8,0,"1D8.SI","Healthcare"
"536","SINO GRANDNESS FOOD IND GP LTD",8,0,"T4B.SI","Consumer Staples"
"537","SINOSTAR PEC HOLDINGS LIMITED",8,2.38095238095237,"C9Q.SI","Energy"
"538","SMARTFLEX HOLDINGS LTD",8,1.5625,"5RE.SI","Information Technology"
"539","STARLAND HOLDINGS LIMITED ",8,-3.63636363636364,"5UA.SI","Real Estate"
"540","SUNNINGDALE TECH LTD ",8,-5.17241379310343,"BHQ.SI","Industrials"
"541","SUNRIGHT LTD",8,1.36986301369863,"S71.SI","Information Technology"
"542","TA CORPORATION LTD",8,0,"PA3.SI","Industrials"
"543","TALKMED GROUP LIMITED ",8,4.95049504950495,"5G3.SI","Healthcare"
"544","TEE LAND LIMITED",8,-3.84615384615385,"S9B.SI","Real Estate"
"545","THAKRAL CORPORATION LTD",8,3.84615384615385,"AWI.SI","Consumer Discretionary"
"546","TIONG WOON CORP HOLDING LTD",8,5.88235294117648,"BQM.SI","Industrials"
"547","TOP GLOBAL LIMITED",8,-9.54545454545454,"BHO.SI","Real Estate"
"548","TTJ HOLDINGS LIMITED ",8,-1.33333333333333,"K1Q.SI","Industrials"
"549","UNION GAS HOLDINGS LIMITED ",8,-3.51351351351352,"1F2.SI","Utilities"
"550","UNITED GLOBAL LIMITED ",8,-11.764705882353,"43P.SI","Materials"
"551","UPP HOLDINGS LIMITED ",8,0,"U09.SI","Materials"
"552","VENTURE CORPORATION LIMITED ",8,4.16666666666667,"V03.SI","Information Technology"
"553","VICPLAS INTERNATIONAL LTD",8,-2.77777777777778,"569.SI","Healthcare"
"554","WEE HUR HOLDINGS LTD. ",8,0.653594771241831,"E3B.SI","Industrials"
"555","XMH HOLDINGS LTD.",8,-0.52910052910053,"BQF.SI","Industrials"
"556","YONGMAO HOLDINGS LIMITED ",8,0,"BKX.SI","Industrials"
"557","ACCRELIST LTD.",9,-3.44827586206895,"5RJ.SI","Information Technology"
"558","ACESIAN PARTNERS LIMITED ",9,28.6666666666667,"5FW.SI","Industrials"
"559","ACMA LTD. ",9,0,"AYV.SI","Industrials"
"560","ASIAN MICRO HOLDINGS LTD",9,-11.864406779661,"585.SI","Industrials"
"561","ASPIAL CORPORATION LIMITED ",9,0,"A30.SI","Real Estate"
"562","ATLANTIC NAVIGATION HLDG",9,-18.75,"5UL.SI","Energy"
"563","AVIC INTL MARITIME HLDGLIMITED ",9,0,"O2I.SI","Industrials"
"564","CFM HOLDINGS LIMITED ",9,1.81818181818182,"5EB.SI","Industrials"
"565","CHINA AVIATION OIL",9,-6.66666666666666,"G92.SI","Energy"
"566","CHINA GAOXIAN FIBREFAB HLDGLTD",9,16.3265306122449,"AZZ.SI","Consumer Discretionary"
"567","CHINA JISHAN HOLDINGS LIMITED",9,0,"J18.SI","Consumer Discretionary"
"568","CHINA YUANBANG PROP HLDGS LTD",9,5.26315789473685,"BCD.SI","Real Estate"
"569","CITYNEON HOLDINGS LIMITED ",9,-4.10958904109589,"5HJ.SI","Industrials"
"570","COMBINE WILL INTL HLDGS LTD ",9,-68.75,"N0Z.SI","Consumer Discretionary"
"571","COSCO SHIPPING INTL",9,-66.6666666666667,"CSB.SG","Industrials"
"572","COURAGE INVESTMENT GRP LIMITED ",9,0,"CIN.SI","Industrials"
"573","EDITION LTD. ",9,-3.33333333333334,"5HG.SI","Consumer Staples"
"574","FEDERAL INT (2000)",9,1.6260162601626,"BDU.SI","Industrials"
"575","G. K. GOH HOLDINGS LIMITED ",9,-10.7936507936508,"G41.SI","Industrials"
"576","GLOBAL INVACOM GROUP LIMITED",9,16.6666666666667,"QS9.SI","Information Technology"
"577","GOODLAND GROUP LIMITED ",9,2.22222222222222,"5PC.SI","Real Estate"
"578","HEATEC JIETONG HOLDINGS LTD.",9,16.6666666666667,"5OR.SI","Energy"
"579","HI-P INTERNATIONAL LIMITED ",9,-50,"H17.SI","Information Technology"
"580","HOSEN GROUP LTD",9,5.12820512820512,"5EV.SI","Consumer Staples"
"581","HOTEL GRAND CENTRAL LTD ",9,23.0366492146597,"H18.SI","Consumer Discretionary"
"582","HOTEL PROPERTIES LTD ",9,0,"H15.SI","Consumer Discretionary"
"583","HRNETGROUP LIMITED ",9,-8,"CHZ.SI","Industrials"
"584","HU AN CABLE HOLDINGS LTD.",9,1.53846153846154,"KI3.SI","Industrials"
"585","HUTCHISON PORT HOLDINGS TRUST",9,-2.12765957446808,"NS8U.SI","Industrials"
"586","INTERNATIONAL PRESS SOFTCOM",9,-8.69565217391304,"571.SI","Information Technology"
"587","IX BIOPHARMA LTD.",9,-2.85714285714284,"42C.SI","Healthcare"
"588","JARDINE STRATEGIC HLDGS LTD ",9,-2.0979020979021,"J37.SI","Industrials"
"589","KS ENERGY LIMITED",9,0,"578.SI","Industrials"
"590","KTL GLOBAL LIMITED",9,-10.7142857142857,"EB7.SI","Industrials"
"591","LOW KENG HUAT",9,-6.94444444444443,"F1E.SI","Industrials"
"592","MAGNUS ENERGY GROUP LTD. ",9,-6.59340659340658,"41S.SI","Energy"
"593","MM2 ASIA LTD.",9,-12.5,"1B0.SI","Consumer Discretionary"
"594","OCEANUS GROUP LIMITED ",9,-2.12765957446809,"579.SI","Consumer Staples"
"595","OVERSEAS EDUCATION LIMITED",9,7.14285714285714,"RQ1.SI","Consumer Discretionary"
"596","PACIFIC RADIANCE LTD. ",9,9.23076923076922,"T8V.SI","Energy"
"597","PNE INDUSTRIES LTD",9,6.45161290322581,"BDA.SI","Information Technology"
"598","SARINE TECHNOLOGIES LTD",9,2.49495463709677,"U77.SI","Industrials"
"599","SECOND CHANCE PROPERTIES LTD",9,0.64935064935065,"528.SI","Consumer Discretionary"
"600","SIN GHEE HUAT CORPORATION LTD.",9,-10,"B7K.SI","Industrials"
"601","SINGAPORE AIRLINES LTD ",9,6.66666666666667,"C6L.SI","Industrials"
"602","SOILBUILD CONSTRUCTION GRP LTD ",9,1.21212121212121,"S7P.SI","Industrials"
"603","STAMFORD TYRES CORPORATIONLTD",9,0,"S29.SI","Consumer Discretionary"
"604","TAT HONG HOLDINGS LTD ",9,7.14285714285713,"T03.SI","Industrials"
"605","TIONG SENG HOLDINGS LIMITED",9,13.3333333333333,"BFI.SI","Industrials"
"606","TMC EDUCATION CORPORATION LTD",9,0,"586.SI","Consumer Discretionary"
"607","UMS HOLDINGS LIMITED ",9,0,"558.SI","Information Technology"
"608","UNITED OVERSEAS INSURANCE LTD",9,-1.42857142857143,"U13.SI","Financials"
"609","WEIYE HOLDINGS LIMITED ",9,-0.478468899521521,"BMA.SI","Real Estate"
"610","YHI INTERNATIONAL LIMITED ",9,0,"BPF.SI","Consumer Discretionary"
